2299, 840.00000, 2299
4378, 840.00000, 2079
6664, 900.00000, 2286
9196, 900.00000, 2532
11617, 900.00000, 2421
15324, 900.00000, 3707
18856, 900.00000, 3532
22060, 900.00000, 3204
24825, 900.00000, 2765
27126, 900.00000, 2301
30638, 900.00000, 3512
33714, 900.00000, 3076
34895, 900.00000, 1181
37863, 900.00000, 2968
40996, 900.00000, 3133
43912, 900.00000, 2916
46975, 900.00000, 3063
49386, 900.00000, 2411
53074, 900.00000, 3688
56656, 900.00000, 3582
60258, 900.00000, 3602
62706, 900.00000, 2448
65781, 900.00000, 3075
69110, 900.00000, 3329
72547, 900.00000, 3437
75492, 900.00000, 2945
77356, 900.00000, 1864
79385, 900.00000, 2029
81642, 900.00000, 2257
83971, 900.00000, 2329
87478, 900.00000, 3507
89597, 900.00000, 2119
92999, 900.00000, 3402
95128, 900.00000, 2129
96873, 900.00000, 1745
99135, 900.00000, 2262
101273, 900.00000, 2138
104490, 900.00000, 3217
108043, 900.00000, 3553
110093, 900.00000, 2050
112205, 900.00000, 2112
115420, 900.00000, 3215
117519, 900.00000, 2099
120767, 900.00000, 3248
123635, 900.00000, 2868
125578, 900.00000, 1943
127837, 900.00000, 2259
131087, 900.00000, 3250
133335, 900.00000, 2248
134934, 900.00000, 1599
138343, 900.00000, 3409
142360, 900.00000, 4017
144871, 900.00000, 2511
146420, 900.00000, 1549
149536, 900.00000, 3116
152630, 900.00000, 3094
154961, 900.00000, 2331
158047, 900.00000, 3086
161667, 900.00000, 3620
164738, 900.00000, 3071
167651, 900.00000, 2913
169756, 900.00000, 2105
171905, 900.00000, 2149
175026, 900.00000, 3121
177629, 900.00000, 2603
179811, 900.00000, 2182
183651, 900.00000, 3840
186047, 900.00000, 2396
188522, 900.00000, 2475
191913, 900.00000, 3391
195013, 900.00000, 3100
196583, 900.00000, 1570
199086, 900.00000, 2503
202608, 900.00000, 3522
206102, 900.00000, 3494
207393, 900.00000, 1291
209970, 900.00000, 2577
213632, 900.00000, 3662
216062, 900.00000, 2430
218604, 900.00000, 2542
220853, 900.00000, 2249
222616, 900.00000, 1763
224528, 900.00000, 1912
228133, 900.00000, 3605
230925, 900.00000, 2792
234044, 900.00000, 3119
237240, 900.00000, 3196
239762, 900.00000, 2522
241594, 900.00000, 1832
245153, 900.00000, 3559
246218, 900.00000, 1065
249753, 900.00000, 3535
253225, 900.00000, 3472
256047, 900.00000, 2822
257453, 900.00000, 1406
260740, 900.00000, 3287
263520, 900.00000, 2780
267163, 900.00000, 3643
270198, 900.00000, 3035
273572, 900.00000, 3374
