194, 60.00000, 194
269, 60.00000, 75
402, 60.00000, 133
419, 60.00000, 17
543, 60.00000, 124
623, 60.00000, 80
741, 60.00000, 118
838, 60.00000, 97
1184, 60.00000, 346
1262, 60.00000, 78
1524, 60.00000, 262
1585, 60.00000, 61
1673, 60.00000, 88
1756, 60.00000, 83
1788, 60.00000, 32
1836, 60.00000, 48
1980, 60.00000, 144
1999, 60.00000, 19
2174, 60.00000, 175
2377, 60.00000, 203
2408, 60.00000, 31
2641, 60.00000, 233
2723, 60.00000, 82
2800, 60.00000, 77
3098, 60.00000, 298
3273, 60.00000, 175
3302, 60.00000, 29
3459, 60.00000, 157
3492, 60.00000, 33
3787, 60.00000, 295
4012, 60.00000, 225
4037, 60.00000, 25
4150, 60.00000, 113
4212, 60.00000, 62
4449, 60.00000, 237
4488, 60.00000, 39
4718, 60.00000, 230
4742, 60.00000, 24
4754, 60.00000, 12
4829, 120.00000, 75
5153, 120.00000, 324
5397, 120.00000, 244
5583, 120.00000, 186
6100, 120.00000, 517
6328, 120.00000, 228
6365, 120.00000, 37
6495, 120.00000, 130
6512, 120.00000, 17
6939, 120.00000, 427
7435, 120.00000, 496
7783, 180.00000, 348
8067, 180.00000, 284
8203, 180.00000, 136
8820, 180.00000, 617
9005, 180.00000, 185
9354, 180.00000, 349
9410, 180.00000, 56
9525, 180.00000, 115
9607, 180.00000, 82
9964, 180.00000, 357
10008, 180.00000, 44
10192, 240.00000, 184
10391, 240.00000, 199
10810, 240.00000, 419
11119, 240.00000, 309
11311, 240.00000, 192
11358, 240.00000, 47
11854, 240.00000, 496
12119, 240.00000, 265
12281, 240.00000, 162
12449, 300.00000, 168
12575, 300.00000, 126
12919, 300.00000, 344
13095, 360.00000, 176
13306, 360.00000, 211
13852, 420.00000, 546
14272, 420.00000, 420
14635, 420.00000, 363
14700, 420.00000, 65
14943, 540.00000, 243
15119, 540.00000, 176
15633, 540.00000, 514
16055, 600.00000, 422
16193, 600.00000, 138
16239, 600.00000, 46
16458, 660.00000, 219
16879, 660.00000, 421
17162, 660.00000, 283
17646, 660.00000, 484
17854, 660.00000, 208
18611, 660.00000, 757
19023, 780.00000, 412
19155, 840.00000, 132
19376, 900.00000, 221
