20, 60.00000, 20
131, 60.00000, 111
146, 60.00000, 15
152, 60.00000, 6
331, 60.00000, 179
344, 60.00000, 13
366, 60.00000, 22
373, 60.00000, 7
383, 60.00000, 10
394, 60.00000, 11
399, 60.00000, 5
401, 60.00000, 2
409, 60.00000, 8
421, 60.00000, 12
496, 60.00000, 75
512, 60.00000, 16
526, 60.00000, 14
543, 60.00000, 17
555, 60.00000, 12
556, 60.00000, 1
595, 60.00000, 39
786, 60.00000, 191
794, 60.00000, 8
960, 60.00000, 166
1021, 120.00000, 61
1159, 120.00000, 138
1227, 120.00000, 68
1295, 120.00000, 68
1314, 180.00000, 19
1341, 180.00000, 27
1394, 180.00000, 53
1547, 240.00000, 153
1583, 300.00000, 36
1631, 300.00000, 48
1730, 300.00000, 99
1925, 360.00000, 195
2006, 360.00000, 81
2036, 480.00000, 30
2291, 540.00000, 255
2317, 540.00000, 26
2420, 540.00000, 103
2435, 540.00000, 15
2515, 600.00000, 80
2575, 600.00000, 60
2746, 660.00000, 171
2792, 660.00000, 46
2844, 660.00000, 52
2913, 660.00000, 69
3159, 660.00000, 246
3266, 720.00000, 107
3442, 720.00000, 176
3464, 720.00000, 22
3711, 840.00000, 247
3733, 900.00000, 22
