10, 60.00000, 10
24, 60.00000, 14
53, 60.00000, 29
64, 60.00000, 11
70, 60.00000, 6
81, 60.00000, 11
89, 60.00000, 8
105, 60.00000, 16
109, 60.00000, 4
110, 60.00000, 1
119, 60.00000, 9
123, 60.00000, 4
126, 60.00000, 3
139, 60.00000, 13
147, 120.00000, 8
153, 120.00000, 6
180, 120.00000, 27
197, 120.00000, 17
208, 120.00000, 11
211, 120.00000, 3
229, 120.00000, 18
248, 120.00000, 19
264, 180.00000, 16
548, 180.00000, 284
620, 180.00000, 72
728, 240.00000, 108
747, 240.00000, 19
1217, 300.00000, 470
1233, 300.00000, 16
1243, 360.00000, 10
1253, 360.00000, 10
1285, 360.00000, 32
1356, 360.00000, 71
1436, 360.00000, 80
1458, 480.00000, 22
1465, 480.00000, 7
1878, 540.00000, 413
1907, 600.00000, 29
1954, 600.00000, 47
2334, 600.00000, 380
2832, 660.00000, 498
2880, 660.00000, 48
2897, 660.00000, 17
2922, 660.00000, 25
2946, 660.00000, 24
2955, 660.00000, 9
3046, 780.00000, 91
3059, 780.00000, 13
3466, 780.00000, 407
3487, 780.00000, 21
3527, 780.00000, 40
3544, 780.00000, 17
3845, 780.00000, 301
3881, 780.00000, 36
3973, 900.00000, 92
4016, 900.00000, 43
4029, 900.00000, 13
4508, 900.00000, 479
