235, 60, 235
402, 60, 167
422, 60, 20
480, 60, 58
541, 60, 61
578, 60, 37
689, 60, 111
715, 60, 26
730, 60, 15
1554, 60, 824
1579, 60, 25
1589, 60, 10
1955, 60, 366
1961, 60, 6
2140, 60, 179
2165, 60, 25
2188, 60, 23
2242, 60, 54
2262, 60, 20
2395, 60, 133
2398, 60, 3
2406, 60, 8
2420, 60, 14
2515, 60, 95
2828, 60, 313
3337, 60, 509
3560, 60, 223
3584, 60, 24
3893, 60, 309
3906, 60, 13
3947, 60, 41
4374, 60, 427
4408, 60, 34
4409, 60, 1
4547, 60, 138
4549, 60, 2
4560, 60, 11
4583, 60, 23
4584, 60, 1
4627, 60, 43
4654, 60, 27
4695, 60, 41
4711, 60, 16
4917, 60, 206
4919, 60, 2
4924, 60, 5
5092, 60, 168
5114, 60, 22
5171, 60, 57
5172, 60, 1
5240, 60, 68
5241, 60, 1
5337, 60, 96
5450, 60, 113
5506, 60, 56
5532, 60, 26
5572, 60, 40
5582, 60, 10
5587, 60, 5
5612, 60, 25
5621, 60, 9
5691, 60, 70
5698, 60, 7
5967, 60, 269
6147, 60, 180
6155, 60, 8
6167, 60, 12
6218, 60, 51
6231, 60, 13
6237, 60, 6
6413, 60, 176
6456, 60, 43
6473, 60, 17
6494, 60, 21
6575, 60, 81
6580, 60, 5
6620, 60, 40
6694, 60, 74
6878, 60, 184
6899, 60, 21
7011, 60, 112
7034, 60, 23
7056, 60, 22
7063, 60, 7
7092, 60, 29
7098, 60, 6
7396, 60, 298
7435, 60, 39
7607, 60, 172
7626, 60, 19
7636, 60, 10
8112, 60, 476
8236, 60, 124
8238, 60, 2
8362, 60, 124
8373, 60, 11
8446, 60, 73
9123, 60, 677
9170, 60, 47
9298, 60, 128
9337, 60, 39
9389, 60, 52
9415, 60, 26
9426, 60, 11
9457, 60, 31
9617, 60, 160
9677, 60, 60
9742, 60, 65
9899, 60, 157
10040, 60, 141
10101, 60, 61
10148, 60, 47
10168, 60, 20
10263, 60, 95
10305, 60, 42
10658, 60, 353
10661, 60, 3
10773, 60, 112
10802, 60, 29
10882, 60, 80
10899, 60, 17
10936, 60, 37
10951, 60, 15
11370, 60, 419
11489, 60, 119
11529, 60, 40
11535, 60, 6
11558, 60, 23
11569, 60, 11
11600, 60, 31
11611, 60, 11
11616, 60, 5
11619, 60, 3
11676, 60, 57
11757, 60, 81
11943, 60, 186
11953, 60, 10
12097, 60, 144
12153, 60, 56
12218, 60, 65
12231, 60, 13
12236, 60, 5
12247, 60, 11
12415, 60, 168
12488, 60, 73
12493, 60, 5
12586, 60, 93
12787, 60, 201
12814, 60, 27
12825, 60, 11
12946, 60, 121
13113, 60, 167
13631, 60, 518
13656, 60, 25
13875, 60, 219
13900, 60, 25
13926, 60, 26
13928, 60, 2
13936, 60, 8
13951, 60, 15
13958, 60, 7
13969, 60, 11
14009, 60, 40
14019, 60, 10
14169, 60, 150
14170, 60, 1
14252, 60, 82
14273, 60, 21
14324, 60, 51
14361, 60, 37
14431, 60, 70
14436, 60, 5
14462, 60, 26
14509, 60, 47
14510, 60, 1
14514, 60, 4
14518, 60, 4
14681, 60, 163
14688, 60, 7
14714, 60, 26
14839, 60, 125
14862, 60, 23
14889, 60, 27
14924, 60, 35
14950, 60, 26
15041, 60, 91
15937, 60, 896
16124, 60, 187
16128, 60, 4
16136, 60, 8
16262, 60, 126
16277, 60, 15
16356, 60, 79
16531, 60, 175
16603, 60, 72
16606, 60, 3
16618, 60, 12
16659, 60, 41
16841, 60, 182
16892, 60, 51
17152, 60, 260
17175, 60, 23
17176, 60, 1
17188, 60, 12
17236, 60, 48
17238, 60, 2
17322, 60, 84
17335, 60, 13
17367, 60, 32
17421, 60, 54
17602, 60, 181
17845, 60, 243
17858, 60, 13
17861, 60, 3
17864, 60, 3
17905, 60, 41
17935, 60, 30
17946, 60, 11
18190, 60, 244
18207, 60, 17
18214, 60, 7
18226, 60, 12
18313, 60, 87
18486, 60, 173
18513, 60, 27
19297, 60, 784
19319, 60, 22
19364, 60, 45
19472, 60, 108
19573, 60, 101
19635, 60, 62
19636, 60, 1
19651, 60, 15
19754, 60, 103
19767, 60, 13
19885, 60, 118
20438, 60, 553
20459, 60, 21
20564, 60, 105
20826, 60, 262
20869, 60, 43
20944, 60, 75
20948, 60, 4
20956, 60, 8
21001, 60, 45
21051, 60, 50
