8, 60.00000, 8
21, 60.00000, 13
71, 60.00000, 50
112, 60.00000, 41
131, 60.00000, 19
140, 60.00000, 9
146, 60.00000, 6
160, 60.00000, 14
191, 60.00000, 31
200, 60.00000, 9
256, 60.00000, 56
292, 60.00000, 36
357, 60.00000, 65
363, 60.00000, 6
386, 60.00000, 23
464, 60.00000, 78
491, 60.00000, 27
497, 60.00000, 6
503, 60.00000, 6
542, 60.00000, 39
557, 60.00000, 15
757, 60.00000, 200
780, 60.00000, 23
790, 60.00000, 10
827, 60.00000, 37
843, 60.00000, 16
845, 60.00000, 2
847, 60.00000, 2
861, 60.00000, 14
869, 60.00000, 8
911, 60.00000, 42
922, 60.00000, 11
960, 60.00000, 38
1017, 60.00000, 57
1028, 60.00000, 11
1040, 60.00000, 12
1091, 60.00000, 51
1102, 60.00000, 11
1113, 60.00000, 11
1117, 60.00000, 4
1160, 60.00000, 43
1319, 60.00000, 159
1375, 60.00000, 56
1382, 60.00000, 7
1384, 60.00000, 2
1425, 120.00000, 41
1442, 120.00000, 17
1444, 120.00000, 2
1459, 120.00000, 15
1469, 120.00000, 10
1522, 120.00000, 53
1572, 120.00000, 50
1578, 120.00000, 6
1585, 120.00000, 7
1596, 120.00000, 11
1619, 180.00000, 23
1624, 180.00000, 5
1763, 180.00000, 139
1778, 180.00000, 15
1791, 180.00000, 13
1932, 240.00000, 141
1947, 240.00000, 15
2011, 240.00000, 64
2079, 240.00000, 68
2180, 240.00000, 101
2209, 240.00000, 29
2223, 300.00000, 14
2233, 300.00000, 10
2243, 360.00000, 10
2293, 360.00000, 50
2323, 420.00000, 30
2340, 420.00000, 17
2364, 420.00000, 24
2381, 420.00000, 17
2397, 480.00000, 16
2403, 480.00000, 6
2417, 480.00000, 14
2423, 480.00000, 6
2490, 480.00000, 67
2507, 480.00000, 17
2633, 540.00000, 126
2664, 540.00000, 31
2716, 660.00000, 52
2765, 660.00000, 49
2890, 660.00000, 125
3027, 720.00000, 137
3051, 720.00000, 24
3084, 720.00000, 33
3099, 780.00000, 15
3370, 840.00000, 271
3408, 840.00000, 38
3424, 840.00000, 16
3431, 900.00000, 7
3444, 900.00000, 13
3573, 900.00000, 129
3626, 900.00000, 53
