440, 60.00000, 440
492, 60.00000, 52
563, 120.00000, 71
738, 120.00000, 175
1068, 120.00000, 330
1497, 120.00000, 429
1650, 120.00000, 153
1809, 120.00000, 159
2247, 120.00000, 438
2425, 120.00000, 178
2542, 120.00000, 117
2678, 120.00000, 136
2750, 120.00000, 72
2799, 180.00000, 49
2874, 180.00000, 75
3301, 180.00000, 427
3384, 180.00000, 83
3605, 180.00000, 221
3763, 180.00000, 158
3870, 180.00000, 107
4077, 240.00000, 207
4579, 240.00000, 502
5169, 240.00000, 590
5401, 240.00000, 232
5522, 240.00000, 121
5627, 240.00000, 105
6413, 240.00000, 786
6553, 300.00000, 140
7118, 300.00000, 565
7952, 300.00000, 834
8383, 300.00000, 431
8497, 360.00000, 114
9058, 360.00000, 561
9575, 360.00000, 517
9784, 360.00000, 209
9917, 360.00000, 133
10291, 360.00000, 374
10357, 360.00000, 66
10469, 360.00000, 112
10838, 360.00000, 369
10989, 420.00000, 151
11424, 420.00000, 435
12021, 420.00000, 597
12182, 420.00000, 161
12419, 420.00000, 237
12808, 480.00000, 389
12954, 480.00000, 146
13455, 480.00000, 501
13894, 480.00000, 439
14472, 480.00000, 578
14565, 480.00000, 93
14726, 480.00000, 161
14994, 480.00000, 268
15451, 480.00000, 457
15995, 480.00000, 544
17201, 540.00000, 1206
17357, 540.00000, 156
18164, 540.00000, 807
18339, 540.00000, 175
18879, 540.00000, 540
19228, 540.00000, 349
19947, 600.00000, 719
20158, 600.00000, 211
20699, 600.00000, 541
20847, 600.00000, 148
20890, 600.00000, 43
21101, 600.00000, 211
21143, 660.00000, 42
21401, 660.00000, 258
21776, 660.00000, 375
22024, 720.00000, 248
22568, 720.00000, 544
23069, 720.00000, 501
23548, 720.00000, 479
24052, 720.00000, 504
24306, 720.00000, 254
24863, 720.00000, 557
24972, 720.00000, 109
25423, 720.00000, 451
26121, 780.00000, 698
26207, 780.00000, 86
26640, 780.00000, 433
27777, 780.00000, 1137
27918, 780.00000, 141
28113, 780.00000, 195
28249, 780.00000, 136
28582, 840.00000, 333
29388, 840.00000, 806
29666, 840.00000, 278
30047, 840.00000, 381
30468, 840.00000, 421
30648, 840.00000, 180
31511, 900.00000, 863
31914, 900.00000, 403
32505, 900.00000, 591
32750, 900.00000, 245
33328, 900.00000, 578
33479, 900.00000, 151
34245, 900.00000, 766
34344, 900.00000, 99
