++++ stats ++++


 - - -  sqlite3_ossfuzz-app_frozen/  - - - 



 ###  trial-1/  ### 
start_time        : 1630091257
last_update       : 1630177605
run_time          : 86348
fuzzer_pid        : 13
cycles_done       : 2
cycles_wo_finds   : 0
execs_done        : 284335067
execs_per_sec     : 3292.89
execs_ps_last_min : 2569.56
paths_total       : 17508
paths_favored     : 1815
paths_found       : 16245
paths_imported    : 0
max_depth         : 63
cur_path          : 10910
pending_favs      : 14
pending_total     : 5077
variable_paths    : 12094
stability         : 76.80%
bitmap_cvg        : 38.58%
unique_crashes    : 0
unique_hangs      : 23
last_path         : 1630177589
last_crash        : 0
last_hang         : 1630176736
execs_since_crash : 284335067
exec_timeout      : 20
slowest_exec_ms   : 0
peak_rss_mb       : 0
cpu_affinity      : -1
edges_found       : 17517
total_edges       : 45405
var_byte_count    : 4064
havoc_expansion   : 0
testcache_size    : 1076294
testcache_count   : 282
testcache_evict   : 74238762
afl_banner        : default
afl_version       : ++3.15a
target_mode       : persistent shmem_testcase deferred 
command_line      : ./afl-fuzz -i /out/seeds -o /out/corpus -m none -t 1000+ -d -x ./afl++.dict -x /out/ossfuzz.dict -- /out/ossfuzz 2147483647

 ###  trial-2/  ### 
start_time        : 1630091257
last_update       : 1630177605
run_time          : 86348
fuzzer_pid        : 13
cycles_done       : 3
cycles_wo_finds   : 0
execs_done        : 424104677
execs_per_sec     : 4911.57
execs_ps_last_min : 5333.35
paths_total       : 18352
paths_favored     : 1977
paths_found       : 17089
paths_imported    : 0
max_depth         : 61
cur_path          : 6775
pending_favs      : 12
pending_total     : 8325
variable_paths    : 11305
stability         : 83.72%
bitmap_cvg        : 39.06%
unique_crashes    : 0
unique_hangs      : 22
last_path         : 1630177580
last_crash        : 0
last_hang         : 1630176914
execs_since_crash : 424104677
exec_timeout      : 20
slowest_exec_ms   : 0
peak_rss_mb       : 0
cpu_affinity      : -1
edges_found       : 17736
total_edges       : 45405
var_byte_count    : 2887
havoc_expansion   : 0
testcache_size    : 1586929
testcache_count   : 261
testcache_evict   : 113568181
afl_banner        : default
afl_version       : ++3.15a
target_mode       : persistent shmem_testcase deferred 
command_line      : ./afl-fuzz -i /out/seeds -o /out/corpus -m none -t 1000+ -d -x ./afl++.dict -x /out/ossfuzz.dict -- /out/ossfuzz 2147483647

 ###  trial-3/  ### 
start_time        : 1630091257
last_update       : 1630177605
run_time          : 86347
fuzzer_pid        : 13
cycles_done       : 3
cycles_wo_finds   : 0
execs_done        : 433816543
execs_per_sec     : 5024.06
execs_ps_last_min : 6482.81
paths_total       : 17156
paths_favored     : 1966
paths_found       : 15893
paths_imported    : 0
max_depth         : 80
cur_path          : 10509
pending_favs      : 6
pending_total     : 7295
variable_paths    : 10417
stability         : 85.55%
bitmap_cvg        : 38.75%
unique_crashes    : 1
unique_hangs      : 19
last_path         : 1630177603
last_crash        : 1630142737
last_hang         : 1630172210
execs_since_crash : 159381107
exec_timeout      : 20
slowest_exec_ms   : 0
peak_rss_mb       : 0
cpu_affinity      : -1
edges_found       : 17596
total_edges       : 45405
var_byte_count    : 2542
havoc_expansion   : 0
testcache_size    : 524490
testcache_count   : 162
testcache_evict   : 121776343
